title,description,price,image_urls,other_features
Trek Emonda SL6 - TREK - 68320,"Pour raisons de santé, vends :Vélo Trek Emonda SL 6, Année 2015, T 56,Cadre carbone, Groupe Shimano Ultegra, 11V, jantes MavicTrès bon état, entretien régulier,Équipement électrique neuf (110km), batterie Annad 360WHTél 07 80 05 51 38",1700 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F146%2F70146%2F3970146%2F3970146-trek-emonda-sl6-1741468181.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F146%2F70146%2F3970146%2F3970146-trek-emonda-sl6-1741468177.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F146%2F70146%2F3970146%2F3970146-trek-emonda-sl6-1741468178.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F146%2F70146%2F3970146%2F3970146-trek-emonda-sl6-1741468180.jpg&w=1920&q=75']","{'Année': '2015', 'État': 'Très bon état', 'Groupe': 'Shimano Ultegra', 'Taille du cadre': '56 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Rouge', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
trek domane sir 7 axs - TREK - 40110,Trek DOMANE SLR 7 AXSVendu sans les rouesPossibilité de vendre avec les roval C38 carbonne 5600 eurosEquipé en sram ForceGroupe wilde 43x30Vendu sans pédales1500 kms  au compteurEtat irréprochableAcheté et entretenu chez cycle Barteau en avril 2024ne roule plus depuis le mois d'août1ère main,4850 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F48%2F81048%2F3981048%2F3981048-trek-domane-sir-7-axs-1742926097.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F48%2F81048%2F3981048%2F3981048-trek-domane-sir-7-axs-1742926098.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F48%2F81048%2F3981048%2F3981048-trek-domane-sir-7-axs-1742926100.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F48%2F81048%2F3981048%2F3981048-trek-domane-sir-7-axs-1742926101.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F48%2F81048%2F3981048%2F3981048-trek-domane-sir-7-axs-1742926103.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F48%2F81048%2F3981048%2F3981048-trek-domane-sir-7-axs-1742926104.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F48%2F81048%2F3981048%2F3981048-trek-domane-sir-7-axs-1742926106.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F48%2F81048%2F3981048%2F3981048-trek-domane-sir-7-axs-1742926107.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F48%2F81048%2F3981048%2F3981048-trek-domane-sir-7-axs-1742926109.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F48%2F81048%2F3981048%2F3981048-trek-domane-sir-7-axs-1742926110.jpeg&w=1920&q=75']","{'Année': '2024', 'État': 'Comme neuf', 'Groupe': 'SRAM Force', 'Taille du cadre': '56 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
Velo demi course - AUTRE - 80300,Vends velo demi course Peugeot,35 €,['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F555%2F67555%2F3967555%2F3967555-velo-demi-course-1741109773.jpg&w=1920&q=75'],"{'Année': '1983', 'État': 'Bon état', 'Groupe': 'Simplex', 'Taille du cadre': 'M/L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Acier', 'Couleurs principales': 'Rouge', 'Type de freinage': 'Patins', 'Pratique': 'Vintage', 'Nombres de vitesses': '5 vitesses'}"
Vends Bianchi Specialissima  - BIANCHI - 67370,Bianchi specialissima configuré sur mesureTaille 53Cadre carbone noir neuf (mai 2024)Montage full DURACE DI2 12V (170 50x34/ 11-30). Possibilité d’avoir 52/36.Boitier pédalier ceramic speedRoues DURACE 50mm tublessTige de selle FSA carbon 0mmSelle Repente Quasar 2.0 CRCintre DEDA ALANERAValeur neuf 14500 eurosEntretien régulier chez le vélociste.Possibilité de l’acheter sans les roues pour 5490 euros,6790 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F957%2F66957%2F3966957%2F3966957-vends-bianchi-specialissima-1741025789.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F957%2F66957%2F3966957%2F3966957-vends-bianchi-specialissima-1741025788.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F957%2F66957%2F3966957%2F3966957-vends-bianchi-specialissima-1741025780.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F957%2F66957%2F3966957%2F3966957-vends-bianchi-specialissima-1741025783.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F957%2F66957%2F3966957%2F3966957-vends-bianchi-specialissima-1741025782.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F957%2F66957%2F3966957%2F3966957-vends-bianchi-specialissima-1741025785.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F957%2F66957%2F3966957%2F3966957-vends-bianchi-specialissima-1741025791.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F957%2F66957%2F3966957%2F3966957-vends-bianchi-specialissima-1741025786.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F957%2F66957%2F3966957%2F3966957-vends-bianchi-specialissima-1741025777.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F957%2F66957%2F3966957%2F3966957-vends-bianchi-specialissima-1741025779.jpeg&w=1920&q=75']","{'Année': '2024', 'État': 'Comme neuf', 'Groupe': 'Shimano Dura Ace Di2', 'Taille du cadre': '53 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
BH Ultralight EVO Carbone  - BH - 30100,BH Ultralight EVO Carbone Di2 11v TM NegraUltraleger de 7kg.Achetés sur Zyclora 4000€ été 2023. Très peu roulé (- de 1000km) pour raisons de santé.Équipé en boyaux avec Roues Vision,2900 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F487%2F56487%2F3956487%2F3956487-bh-ultralight-evo-carbone-1739795253.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F487%2F56487%2F3956487%2F3956487-bh-ultralight-evo-carbone-1739795254.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F487%2F56487%2F3956487%2F3956487-bh-ultralight-evo-carbone-1739795281.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F487%2F56487%2F3956487%2F3956487-bh-ultralight-evo-carbone-1739904376.jpg&w=1920&q=75']","{'Année': '2020', 'État': 'Très bon état', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': 'M', 'Diametre roues': '650', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Orange', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
Cervélo P5 - Taille 51 - CERVELO - 46090,"Je vends un Cervélo P5, en excellent état :- Taille : 51- Année : 2022- Groupe : Shimano Di2 - 11 vitesses- Plateaux : 52/36- Freins à disquesPrix : 6400 eurosVendu avec le chargeur batterie Shimano - Sans les roues (Possibilité ajout paire de DT Swiss 1800 Spline avec cassette)",6400 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F826%2F72826%2F3972826%2F3972826-cervelo-p5-taille-51-1741810754.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F826%2F72826%2F3972826%2F3972826-cervelo-p5-taille-51-1741810755.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F826%2F72826%2F3972826%2F3972826-cervelo-p5-taille-51-1741810756.jpg&w=1920&q=75']","{'Année': '2020', 'État': 'Très bon état', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': 'S', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Orange', 'Type de freinage': 'Disques', 'Pratique': 'Triathlon', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
nakamura century  - NAKAMURA - 01230,Poids : 7.4 kgGroupe 105Cintre carbone aéroRoues ZIPP 404 à boyaux en très bon étatPatins neufsAucun frais à prévoirTaille MVélo en très bon état,1700 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F104%2F48104%2F3948104%2F3948104-nakamura-century-1738762324.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F104%2F48104%2F3948104%2F3948104-nakamura-century-1738762326.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F104%2F48104%2F3948104%2F3948104-nakamura-century-1738762327.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F104%2F48104%2F3948104%2F3948104-nakamura-century-1738762329.jpeg&w=1920&q=75']","{'Année': '2021', 'État': 'Très bon état', 'Groupe': 'Shimano 105', 'Taille du cadre': 'M', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}"
Kit cadre Colnago C68 - COLNAGO - 53940,"A vendre Kit cadre Colnago C68 taille 48.5 (équivalent 54 M). Vendu avec tige de selle. Vélo entièrement NEUF, vendu avec facture et garantie à votre nom.",4600 €,['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F894%2F80894%2F3980894%2F3980894-kit-cadre-colnago-c68-1742912114.jpeg&w=1920&q=75'],"{'Année': '2024', 'État': 'Neuf', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': 'M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Rose', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
GIANT TCR Advanced - GIANT - 21121,"Je vends mon GIANT TCR ADVANCEDLe cadre estneufsuite retour SAV (le cadre d'origine présentait une fissure sur le hauban et Giant a accepté de me changer le cadre avec le nouveau cadre 2025 : couleur vert pailleté) ainsi que la potence pour permettre le passage des gainesLes roues carbones sont d'origines (Giant slr1- 40mm / très bon état) ainsi que le groupe Ultégra (11v mécanique) avec capteur de puissance.Lors du montage sur le cadre neuf, la chaine a été changé et la révision du vélo a été faite par un vélociste. Le vélo est impeccable Taille L (1.83m à 1.93m)Plus de renseignements sur demandeLivraison possible en France (hors Corse)",2600 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F544%2F79544%2F3979544%2F3979544-giant-tcr-advanced-1742739202.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F544%2F79544%2F3979544%2F3979544-giant-tcr-advanced-1742739204.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F544%2F79544%2F3979544%2F3979544-giant-tcr-advanced-1742739205.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F544%2F79544%2F3979544%2F3979544-giant-tcr-advanced-1742739207.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F544%2F79544%2F3979544%2F3979544-giant-tcr-advanced-1742739208.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F544%2F79544%2F3979544%2F3979544-giant-tcr-advanced-1742739209.jpg&w=1920&q=75']","{'Année': '2025', 'État': 'Comme neuf', 'Groupe': 'Shimano Ultegra', 'Taille du cadre': 'L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Vert', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}"
Giant TCR advanced - GIANT - 30170,"Bonjour,GIANT TCRTaille M/L (je fais 1m80)vélo tout en carbonepedalier Shimano 105derailleur et frein Shimano ultegraRoue mavic cosmic carbonepédales look keo et deux portes bidon vendue avec",950 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F480%2F68480%2F3968480%2F3968480-giant-tcr-advanced-1741251276.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F480%2F68480%2F3968480%2F3968480-giant-tcr-advanced-1741251279.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F480%2F68480%2F3968480%2F3968480-giant-tcr-advanced-1741251278.jpeg&w=1920&q=75']","{'Année': '2014', 'État': 'Très bon état', 'Groupe': 'Shimano 105', 'Taille du cadre': 'M/L', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Gris', 'Type de freinage': 'Patins', 'Pratique': 'Route'}"
Cannondale Caad 10 - CANNONDALE - 21320,"Bonjour, je vends mon Cannondale car celui-ci n’est pas tout à fait à ma taille.Taille 54 soit pour les cyclistes qui mesurent entre 1.70 et 1.80.Celui-ci est équipé en Sram red, roues Easton, cadre alu et fourche carbone et environ 7kgs sur la balance.Toujours bien entretenu.D’avantage de photos sur demande.CordialementLouis",650 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F117%2F87117%2F3987117%2F3987117-cannondale-caad-10-1743849765.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F117%2F87117%2F3987117%2F3987117-cannondale-caad-10-1743849766.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F117%2F87117%2F3987117%2F3987117-cannondale-caad-10-1743849768.jpeg&w=1920&q=75']","{'Année': '2012', 'État': 'Très bon état', 'Groupe': 'SRAM Red', 'Taille du cadre': '54 cm', 'Matière principale': 'Aluminium', 'Couleurs principales': 'Rouge', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '10 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}"
Cube c62 taille 56 - CUBE - 91510,Cube c62 bonne état généralTransmission Shimano 105Freins disque hidroTaille 56,1100 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F34%2F48034%2F3948034%2F3948034-cube-c62-taille-56-1738754627.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F34%2F48034%2F3948034%2F3948034-cube-c62-taille-56-1738754628.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F34%2F48034%2F3948034%2F3948034-cube-c62-taille-56-1738754630.jpg&w=1920&q=75']","{'Année': '2019', 'État': 'Très bon état', 'Groupe': 'Shimano 105', 'Taille du cadre': 'L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses'}"
Lapierre comp  - AUTRE - 77930,"Vélo taille 52 slooping carbon, refait à neuf n'a servi que sur home trainer. Dérailleur, étrier de freins poignées de freins , plateaux Campagnolo Centaur. Tige de selle, potence, cintre Ritchey carbone superlogic. Jantes Mavic ksyrium Superlight. Cassette et chaîne neuve.",800 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F746%2F78746%2F3978746%2F3978746-lapierre-comp-1742638392.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F746%2F78746%2F3978746%2F3978746-lapierre-comp-1742638393.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F746%2F78746%2F3978746%2F3978746-lapierre-comp-1742638395.jpg&w=1920&q=75']","{'Année': '2009', 'État': 'Très bon état', 'Groupe': 'Campagnolo Centaur', 'Taille du cadre': '52 cm', 'Matière principale': 'Carbone', 'Couleurs principales': 'Rouge', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '10 vitesses'}"
cannondale systemsix - CANNONDALE - 34620,"bonjour, je me separe de mon system6 a regret, tres bon velo meme en montagne, equipé en ultegra di2 double plateau en 52/36 et 53/39 vendu sans les roues car je les garde pour mon gravel. tres bien entretenu, 1 seul petit poc sur hauban avec un gravillon mais la peinture n'a meme pas bougé. ouvert a la discussion, contact par mail ou de preference sms",1900 €,['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F486%2F89486%2F3989486%2F3989486-cannondale-systemsix-1744191364.jpeg&w=1920&q=75'],"{'Année': '2019', 'État': 'Comme neuf', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': 'M/L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Jaune', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
Scott Addict R3 - AUTRE - 68200,Vends vélo de route SCOTT Addict R3 Carbone 2010.Je le vends avec la pochette pour téléphone et les accessoires apparaissant sur la photo.Prix d’achat : 2499.00€Prix de vente actuel à partir de 2199.00€Prix de vente en occasion à partir de : 1000.00€Mon prix de vente : 600.00€,600 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F91%2F78091%2F3978091%2F3978091-scott-addict-r3-1742551397.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F91%2F78091%2F3978091%2F3978091-scott-addict-r3-1742551396.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F91%2F78091%2F3978091%2F3978091-scott-addict-r3-1742551399.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F91%2F78091%2F3978091%2F3978091-scott-addict-r3-1742551400.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F91%2F78091%2F3978091%2F3978091-scott-addict-r3-1742551402.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F91%2F78091%2F3978091%2F3978091-scott-addict-r3-1742551403.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F91%2F78091%2F3978091%2F3978091-scott-addict-r3-1742551394.jpeg&w=1920&q=75']","{'Année': '2010', 'État': 'Bon état', 'Groupe': 'Shimano 105', 'Taille du cadre': 'S/M', 'Matière principale': 'Carbone', 'Couleurs principales': 'Blanc', 'Type de freinage': 'Disques', 'Pratique': 'Route'}"
Giant defy advanced 1 - AUTRE - 79210,Vends giant defy advanced 1Pédalier dure ace 50 34 levier 172.5Groupe ultegra di2 12 vitesses 11x36Selle CADEX AMPRoue cadex carbone 36mm poids 1340 grSelle AMP CADEXCintre pl7 carbone largeur 42Potence CADEX 100mmChape Nova ride carbone orangePneu gp5000 tubelessPoids 7kg5Facture disponible,3000 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F716%2F73716%2F3973716%2F3973716-giant-defy-advanced-1-1741952167.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F716%2F73716%2F3973716%2F3973716-giant-defy-advanced-1-1741952170.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F716%2F73716%2F3973716%2F3973716-giant-defy-advanced-1-1741952168.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F716%2F73716%2F3973716%2F3973716-giant-defy-advanced-1-1741952173.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F716%2F73716%2F3973716%2F3973716-giant-defy-advanced-1-1741952174.jpg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F716%2F73716%2F3973716%2F3973716-giant-defy-advanced-1-1741952171.jpg&w=1920&q=75']","{'Année': '2024', 'État': 'Comme neuf', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': 'M/L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Orange', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
Canyon Inflite CFR - CANYON - 88200,"Je vend le canyon Inflite CFR de mon Fils acheté en août 2024 il a fait la saison de Cx en juniors.Équipé sram Red sauf dérailleur arrière qui est un sram XX1 pour pouvoir mettre un gros pignon (style 10/42) capteur de puissance…Sous le tube diagonale il y a du clear protect, très peu de rayure… roue a tubeless Reynolds carbone avec tubeless Schwalbe idéal pour entraînement ou cyclo-cross dans la boue. J’ai aussi une paie de dura-ace à boyaux pour les puristes qui veulent 2 paires de roues (et du boyaux)Prêt à rouler même en Gravel!!",4300 €,"['/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F869%2F57869%2F3957869%2F3957869-canyon-inflite-cfr-1739892747.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F869%2F57869%2F3957869%2F3957869-canyon-inflite-cfr-1739892745.jpeg&w=1920&q=75', '/_next/image?url=https%3A%2F%2Fmedia-cdn.troc-velo.com%2Ffull%2Fmain%2FbikeAds%2F869%2F57869%2F3957869%2F3957869-canyon-inflite-cfr-1739892749.jpeg&w=1920&q=75']","{'Année': '2024', 'État': 'Comme neuf', 'Groupe': 'SRAM Red eTap', 'Taille du cadre': 'M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}"
