id,title,description,price,other_features,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9,image_10,image_11
i_01224,factor ostro vam - FACTOR - 74000,"Factor Ostro vam taille 52  2022Cintre Black IncGroupe di2 12 vitesses UltegraRoue Black Inc 45Porte bidon Elite RockoPorte gps integréPneu continental GP5000 (moins de 500km)Sans les pédalesje mesure 1m71 pour 65 kg  le velo à environ 10000 km  il est dans un état impeccable, a été protégé au clear protectGuidoline marque factor neuve pour la ventepossibilité de le livrer en Haute savoie et également vers la région de Sete",5800 €,"{'Année': '2022', 'État': 'Très bon état', 'Groupe': 'Shimano Dura Ace Di2', 'Taille du cadre': '52 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01224_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01224_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01224_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01224_3.jpg,,,,,,,
i_01225,Vélo  ORBEA  ORCA OMR  DISC CARBON - ORBEA - 93700,Vélo  ORBEA  ORCA OMR  DISC CARBONCadre carbone Couleur bleu -  Taille 51 (167/172 cm)Plateau de pédalier SRAM Force 33X46TCassette SRAM XG-1270 11X28T 11SpeedManette SRAM FORCE ETAP AXSFrein SRAM FORCE ETAP AXSDérailleur arrière SRAM FORCE ETAPDérailleur avant SRAM FORCE ETAPRoues FULCRUM Racing 400 DB AluBlocage avant ORBEA Road 12X100MMBlocage arrière ORBEA Road 12X142 MMBatterie SRAM ETAP PowerpackBon état généralDérailleur avant/arrière électriqueNettoyage et séchage après chaque sortieRemplacement des pièces d’usure - Pièce de rechange d’origineMarquage bicycodeVendu sans pédalesBonne affaire,1850 €,"{'État': 'Très bon état', 'Groupe': 'SRAM Force', 'Taille du cadre': 'M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Bleu', 'Type de freinage': 'Disques', 'Pratique': 'Triathlon', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01225_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01225_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01225_2.jpg,,,,,,,,
i_01226,Trek Emonda SL 6 Carbone - JUMPERTREK - 08227,"INTRODUCTIONCe vélo d'occasion reconditionné est un vélo de route taille 54: 172cm à 181cm, avec un cadre en Carbone et
	transmission Shimano Ultegra. Les images de ce vélo sont réelles et spécifiques, ce ne sont pas des photographies de
	catalogue.ÉTAT MÉCANIQUETous les vélos quittent nos installations après avoir été entièrement
	vérifiés, nous remplaçons toutes les pièces d'usure, chaque fois que le vélo en a besoin, par un composant de
	même gamme ou similaire. Nous effectuons un graissage complet du vélo et un réglage de celui-ci avant sa
	livraison afin que vous puissiez profiter de sa remise en service. Plus de fonctionnalités, dans le tableau
	suivant. Pédales non incluses.DÉTAILSTaille54: 172cm à 181cmCadreCarboneTaille de roue700TransmissionShimano UltegraVitesses11 VitessesCassette11-30-TManettesShimano UltegraManivellesShimano UltegraPlateaux50-34-TFreinsShimano UltegraRouesBontrager Paradigm CompMatériau de la potenceAluminiumGuidonundefinedTigeCarboneFourcheundefinedBlocage remote de la fourcheundefinedDébattement de fourcheundefinedNOUS EXAMINONS CHAQUE VÉLO EN DÉTAILNous vérifions l'intégrité structurelle du cadre et des roues.Nous vérifions le fonctionnement des suspensions, de la transmission et des freins.Nous passons en revue tous les éléments d'usure, et nous changeons ceux nécessaires pour garantir un
		fonctionnement correct.Nous analysons le fonctionnement du moteur, de la batterie et de l'affichage, dans le cas des vélos
		électriques.Nous effectuons un graissage et serrage complet de toutes les vis du vélo.",2569 €,"{'Année': '2023', 'État': 'Comme neuf', 'Diametre roues': 'Autre', 'Poids': '8', 'Type de freinage': 'Disques', ""Type d'étrier de frein"": 'U-Brake'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01226_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01226_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01226_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01226_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01226_4.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01226_5.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01226_6.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01226_7.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01226_8.jpg,,
i_01227,Adris endurance  - ADRISPORT - 44130,"taille   Roues : 700Transmission : 105 meca-Plateau :50/34-Casette : 11/34Longueur manivelles :170Freinage : disque hydrauliquePneus :GP 5000Plaquette neuve ,pneu neuf ,guidoline neuve et chambre a air latex",2000 €,"{'Année': '2023', 'État': 'Très bon état', 'Groupe': 'Shimano 105', 'Taille du cadre': 'S', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Rouge', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01227_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01227_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01227_2.jpg,,,,,,,,
i_01228,Pinarello Paris Ultegra DI2 - PINARELLO - 4052,Pinarello Paris Ultegra DI2Taille: S/MPédale Ultegra en CarboneLe vélo est en bon état de fonctionnement prêt à l'emploi,800 €,"{'Année': '2012', 'État': 'Bon état', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': 'S/M', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Blanc', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01228_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01228_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01228_2.jpg,,,,,,,,
i_01229,Stevens Ventoux Carbone Di2 11V - STEVENS - 08227,"INTRODUCTIONCe vélo d'occasion reconditionné est un vélo de route taille 52: 165cm à 174cm, avec un cadre en Carbone et
	transmission Shimano Ultegra Di2. Les images de ce vélo sont réelles et spécifiques, ce ne sont pas des photographies de
	catalogue.ÉTAT MÉCANIQUETous les vélos quittent nos installations après avoir été entièrement
	vérifiés, nous remplaçons toutes les pièces d'usure, chaque fois que le vélo en a besoin, par un composant de
	même gamme ou similaire. Nous effectuons un graissage complet du vélo et un réglage de celui-ci avant sa
	livraison afin que vous puissiez profiter de sa remise en service. Plus de fonctionnalités, dans le tableau
	suivant. Pédales non incluses.DÉTAILSTaille52: 165cm à 174cmCadreCarboneTaille de roue700TransmissionShimano Ultegra Di2Vitesses11 VitessesCassette11-28-TManettesShimano Ultegra Di2ManivellesShimano UltegraPlateaux52-36-TFreinsShimano UltegraRouesVision MetronMatériau de la potenceCarboneGuidonundefinedTigeAluminiumFourcheundefinedBlocage remote de la fourcheundefinedDébattement de fourcheundefinedNOUS EXAMINONS CHAQUE VÉLO EN DÉTAILNous vérifions l'intégrité structurelle du cadre et des roues.Nous vérifions le fonctionnement des suspensions, de la transmission et des freins.Nous passons en revue tous les éléments d'usure, et nous changeons ceux nécessaires pour garantir un
		fonctionnement correct.Nous analysons le fonctionnement du moteur, de la batterie et de l'affichage, dans le cas des vélos
		électriques.Nous effectuons un graissage et serrage complet de toutes les vis du vélo.",3199 €,"{'Année': '2020', 'État': 'Comme neuf', 'Diametre roues': 'Autre', 'Poids': '8', 'Type de freinage': 'Disques', ""Type d'étrier de frein"": 'U-Brake'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01229_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01229_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01229_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01229_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01229_4.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01229_5.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01229_6.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01229_7.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01229_8.jpg,,
i_01230,Vélo de course Giant TCR Advanced - GIANT - 37300,Vends vélo de route Giant TCR Advanced en très bon état.Il est équipé des composants suivant :- Groupe Ultegra R6800- Pedalier Ultegra R8100- Roues Carbones Dura-Ace- Selle Bontrager- Potence Pro 110mm- Guidon Canyon H17 42mm,1250 €,"{'Année': '2016', 'État': 'Très bon état', 'Groupe': 'Shimano Ultegra', 'Taille du cadre': 'M/L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Vert', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01230_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01230_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01230_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01230_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01230_4.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01230_5.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01230_6.jpg,,,,
i_01231,Vélo Origine taille 52 - ORIGINE CYCLES - 76570,Vélo de route ORIGINE AXXOME 350kit cadre AXXOME H350 Carbon .900grstaille 52 couleur vert menthe  -gris argentmontage Ultegra  Di2 R8000frein patinsRoues AV-AR Ksrysium    PRO carbon SL2020potence Ritchey  wcstige de selle carbonpédalier Rotor   170 mmchangement vitesses électriques,2200 €,"{'Année': '2020', 'État': 'Comme neuf', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': 'M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01231_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01231_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01231_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01231_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01231_4.jpg,,,,,,
i_01232,Vélo CANNONDALE SYNAPSE Taille S Full Carbon - CANNONDALE - 31300,"Bonjour, je vends mon CANNONDALE SYNAPSE car je souhaite m'acheter un vélo plutôt type GravelIl est en très bon état, je n'ai roulé avec qu'à 2 reprises.Ses caractéristiques :Pour des tailles entre 1m60 et 1m75 environ.Cadre et fourche FULL CarbonePoids approximatif : 8 kgGroupe Shimano UltegraCassette 11v en 11-32Plateau double en 50/34TFreins : Shimano UltegraRoues : KSYRIUM SL (taille 700 mm) (Bande de freinage OK)N'hésitez pas à me contacter pour l'essayer.",1200 €,"{'Année': '2021', 'État': 'Comme neuf', 'Groupe': 'Shimano Ultegra', 'Taille du cadre': 'S', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Bleu', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01232_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01232_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01232_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01232_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01232_4.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01232_5.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01232_6.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01232_7.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01232_8.jpg,,
i_01233,Vélo route Colnago CLX 50s - COLNAGO - 54520,"COLNAGO CLX 105Cadre Carbone Taille 50s convient à une personne d'1,70m. à 1,78m.Roues Pro lite GardiaDérailleur arrière UltegraPeu roulé : 5000 kmsVisible dans le 88 et le 54",1000 €,"{'Année': '2015', 'État': 'Très bon état', 'Groupe': 'Shimano Ultegra', 'Taille du cadre': 'M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Type de freinage': 'Patins', 'Nombres de vitesses': '10 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01233_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01233_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01233_2.jpg,,,,,,,,
i_01234,Trek Domane SLR Shimano 105 / Roues Vision Team 30 - TREK - 81370,,1990 €,{'État': 'Très bon état'},/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01234_0.jpg,,,,,,,,,,
i_01235,Vélo de course trek  - TREK - 44000,Vends vélo de route Trek Émonda SL7.En très bon état puisqu’il n’a fait qu’une moitié de saison.Les plateaux sont neufs (200km) 52-36.La cassette 11-30 peu utilisée aussi.C’est un cadre de taille 56. Le groupe est en di2 ultegra 12 vitesses.,2500 €,"{'Année': '2022', 'État': 'Comme neuf', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': 'M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01235_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01235_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01235_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01235_3.jpg,,,,,,,
i_01236,GIANT TCR ADVANCED PRO 0 - GIANT - 14630,GIANT TCR ADVANCED PRO 0 TAILLE L (56) Pour 183 à 193cmSRAM FORCE 2X12 AXSPEDALIER FORCE 48/35 avec capteur de puissance GIANT POWER HALDCASSETTE FORCE 10/33TROUES CARBONE SLR 1 42mm TUBELESSPNEUS GP 5000Livré avec portes bidons et support gpsTrès peu servi (1500km),3200 €,"{'Année': '2023', 'État': 'Très bon état', 'Groupe': 'SRAM Force', 'Taille du cadre': 'L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir, Orange', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01236_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01236_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01236_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01236_3.jpg,,,,,,,
i_01237,Scott Addict RC Ultimate  - SCOTT - 62780,"Cycl’Aventures propose le tout nouveau Addict RC Ultimate en taille L et dispo de suite !Modèle rare , Full Carbone / Sram Red AXS / Roues Syncros Capital SLL’un des vélos le plus léger du marché avec seulement 5,9kgs !Envoie possible via transporteur, merci de nous contacter directement au téléphone pour plus d’informations.Nous ne traitons pas les messages . Merci",12999 €,"{'Année': '2025', 'État': 'Neuf', 'Groupe': 'SRAM Red AXS', 'Taille du cadre': 'L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01237_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01237_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01237_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01237_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01237_4.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01237_5.jpg,,,,,
i_01238,Trek Emonda SL6 Shimano Ultegra DI2 Taille 56 / Roues carbone Profile Design 1/Fifty - TREK - 81370,"Le Trek Emonda SL6 Shimano Ultegra DI2 est un vélo de route haut de gamme conçu pour les cyclistes exigeants. Doté d'un cadre en carbone léger, d'un groupe Shimano Ultegra DI2 et de roues Profile Design 1/Fifty en carbone, ce vélo offre des performances exceptionnelles pour les amateurs de vitesse et de confort.  -  L / 56-58cm  -  170 - 175 cm  - Poids en gramme:  7660  - Transmission : Électronique  - Type de frein:  Patins- Type de vélo: Vélo de route  -   Marquage obligatoire : pose   enregistrement offert   : Ce vélo est reconditionné à neuf avec 34 points de contrôle. Plus de détail sur notre site",2490 €,{'État': 'Très bon état'},/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01238_0.jpg,,,,,,,,,,
i_01239,Origine rs2  - ORIGINE CYCLES - 59136,Bonjour je vends mon origine rs2 ultegra di2 11v,1200 €,"{'Année': '2023', 'État': 'Bon état', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': 'M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01239_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01239_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01239_2.jpg,,,,,,,,
i_01240,colnago v3 di2ultegra  - COLNAGO - 34580,colnago v3 disc ultegra di taille 52s roue mavic carbone  s42 disc,4999 €,"{'Année': '2024', 'État': 'Neuf', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': '52 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01240_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01240_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01240_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01240_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01240_4.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01240_5.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01240_6.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01240_7.jpg,,,
i_01241,Focus Izalco MAX 8.9 - FOCUS - 01000,Izalco Max 8.9 Taille MShimano 105 DI2Roue Carbon Novatec R450/34 - 11/34vélo Neuf,4499 €,"{'Année': '2025', 'État': 'Neuf', 'Groupe': 'Shimano 105', 'Taille du cadre': 'M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Rouge, Gris', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01241_0.jpg,,,,,,,,,,
i_01242,Trek Emonda SL6 2023 - AUTRE - 31250,"OCCASIONTrès beau Trek Émonda SL6 taille M de 2023.Vélo ayant peu roulé, entièrement révisé, rien à prévoir! Vélo garantie 1 an.Cadre et fourche full carbone T.54.Transmission Shimano 105 Di2 R7150 avec plateaux 34-50 et cassette 11-34.Freins Shimano 105 avec disques en 160mm.Potence Trek RCS Pro 90mm.Cintre Bontrager Elite VR-C 420mm.Selle Bontrager Aeolus Comp.Roues Bontrager Paradigm 28 avec pneus neufs Vittoria Rubino Pro 700×28.Un seul défaut d’aspect sur le pédalier (voir dernière photo).Son poids: 8,5kg vérifié.Son prix: 2700€ valeur neuf 3999€Envoi possible en France pour 65€.N’hésitez pas à nous contacter pour plus d’informations.Plus de photos sur notre site en copiant le lien suivant: http://revelocycles.fr/trek-emonda-sl6-2023/",2700 €,"{'Année': '2023', 'État': 'Très bon état', 'Groupe': 'Shimano 105 Di2', 'Taille du cadre': 'M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Rouge, Gris', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '12 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01242_0.jpg,,,,,,,,,,
i_01243,BH G7 PRO 7.0 2019 - AUTRE - 16410,"BH G7 PRO 7.0 acheté en mars 2019, poignées, dérailleur arrière et avant 11 vitesses Di2 ultégra , pédalier rotor 52/36 taille L trés bonne état .",1500 €,"{'Année': '2019', 'État': 'Très bon état', 'Groupe': 'Shimano Ultegra Di2', 'Taille du cadre': 'L', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Multicolore', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Oui'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01243_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01243_1.jpg,,,,,,,,,
i_01244,synapse HI-MOD - CANNONDALE - 24440,"cadre carbone HI-MOD, pédalier Hollowgram SiSl2. 52-36, groupe dure ace 11 vitesses, roues sonic carbone",1400 €,"{'Année': '2017', 'État': 'Très bon état', 'Groupe': 'Shimano Dura Ace', 'Taille du cadre': 'M', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Noir', 'Type de freinage': 'Patins', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01244_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01244_1.jpg,,,,,,,,,
i_01245,Specialized Aethos Ultegra taille 56 - SPECIALIZED - 44220,"Vends vélo Specialized Aethos taille 56 (L) équipé en Shimano Ultegra R8020 (2x11vitesses). Il est dans un super état, le cadre est d’octobre 2024, et toutes les pièces d’usures du groupe ont été changées. Vélo léger (pesé à 7.4kg avec les pédales) et confortable. Il est équipé des composants suivants : - Cadre et fourche Specialized Aethos Fact 9r en taille 56, coloris vert métallisé - Tige de selle Roval Alpinist en carbone - Selle Selle Italia SLR Boost Superflow avec rails titanes - Potence Specialized Pro SL en alu, longueur 100mm - Cintre Specialized Shallow Drop, largeur 42cm - Ruban de cintre Supacaz Suave neuf - Manettes Shimano Ultegra hydrauliques 2x11 vitesses ST-R8020 avec couvres-cocottes neufs - Dérailleur arrière Shimano Ultegra RD-R8000 avec galets neufs - Dérailleur avant Shimano Ultegra FD-R8000 - Pédalier Shimano Ultegra FC-R8000, 52/36, manivelles de 172.5mm et boitier de pédalier neuf - Cassette Shimano Ultegra CS-R8000 11/28 neuve + chaine neuve - Roues Fulcrum Racing 4 db en alu avec pneus Continental GP5000. Montés avec disque avant de 160mm et 140mm à l’arrière. - Pédales à convenir lors de la vente. - Marquage Bicycode",2700 €,"{'Année': '2024', 'État': 'Très bon état', 'Groupe': 'Shimano Ultegra', 'Taille du cadre': '56 cm', 'Diametre roues': '700 / 28""', 'Matière principale': 'Carbone', 'Couleurs principales': 'Vert', 'Type de freinage': 'Disques', 'Pratique': 'Route', 'Nombres de vitesses': '11 vitesses', 'Groupe électrique (AXS, Di2, eTap, ..)': 'Non'}",/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01245_0.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01245_1.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01245_2.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01245_3.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01245_4.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01245_5.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01245_6.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01245_7.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01245_8.jpg,/Users/vloi/code/vloi/helperz/data_viz/data/4/img_tvlo/tvlo_01245_9.jpg,
